"ME_MHCII_high_S1"	"ME_MHCII_high_S2"	"ME_MHCII_high_S3"	"ME_MHCII_high_S4"	"ME_MHCII_int_S1"	"ME_MHCII_int_S2"	"ME_MHCII_int_S3"	"ME_MHCII_int_S4"	"PM_S1_2_S4"	"PM_S2_1_S1"	"PM_S3_1_S2"	"PM_S4_1_S3"
"Malat1"	31165	42495	33421	50876	39475	47247	34252	56995	30362	27885	36142	22695
"Mall"	0	4	1	0	0	0	0	0	83	35	13	28
"Malsu1"	292	217	227	238	261	339	279	266	495	354	527	292
"Malt1"	526	446	318	482	512	604	634	706	729	784	548	506
"Mamdc2"	14	8	0	21	0	0	0	1	168	182	93	181
"Mamdc4"	2	0	0	0	0	2	10	4	0	2	1	11
"Maml1"	384	190	264	207	289	277	269	325	216	237	149	194
"Maml2"	674	749	650	624	966	1130	1060	980	222	329	194	197
"Maml3"	340	274	368	243	164	266	259	225	111	159	132	124
"Mamld1"	69	91	126	132	21	128	66	48	195	271	250	201
"Mamstr"	6	3	0	0	0	0	0	0	0	0	0	5
"Man1a"	7244	5882	6032	5342	7878	8963	8197	7137	11501	13332	10943	11318
"Man1a2"	2217	1558	1275	1651	2026	1993	2014	1716	1297	1466	1149	1229
"Man1b1"	1969	1209	966	1471	1390	2122	1427	1583	1194	1132	984	1100
"Man1c1"	15584	11993	11004	10802	21607	26327	20256	17904	2718	4919	2911	3807
"Man2a1"	1945	1851	1525	1380	2101	2295	1869	1660	10544	9117	6212	9076
"Man2a2"	2665	2196	1651	2452	3186	3826	2930	3398	3631	3856	2805	3808
"Man2b1"	33549	23337	21144	22571	28293	35788	28894	28209	50283	76165	45900	56625
"Man2b2"	2637	1620	1476	1791	2968	3480	2462	2904	3527	3950	2618	3463
"Man2c1"	2112	1210	1268	1385	1665	2646	1734	1685	1928	2119	2029	2026
"Man2c1os"	32	12	5	17	46	20	5	5	31	33	30	32
"Manba"	3914	3138	2314	2950	3254	3980	3306	3445	3413	3030	2678	2628
"Manbal"	1164	907	826	819	1150	1341	1209	1177	706	706	721	426
"Manea"	1593	1306	1497	1168	1366	1607	1270	1660	939	1351	1111	1056
"Maneal"	20	22	10	47	11	50	21	9	0	21	6	0
"Manf"	2352	1519	1565	1462	1783	1640	1543	1530	2412	2327	3946	2858
"Mannr"	0	0	0	0	0	0	0	0	0	0	0	0
"Mansc1"	50	36	31	47	28	38	46	22	57	45	1	12
"Mansc4"	8	0	0	0	2	9	0	0	4	1	7	0
"Maoa"	1209	1066	1262	1079	1634	2320	2356	1976	351	228	389	143
"Maob"	38	5	10	13	1	0	5	8	5	0	0	7
"Map10"	136	149	133	165	180	288	131	173	179	238	149	274
"Map1a"	21	10	6	35	18	1	0	0	0	0	0	0
"Map1b"	768	379	290	428	164	354	477	411	9	19	61	38
"Map1lc3a"	736	574	544	595	955	1139	1132	1058	1241	1127	1228	923
"Map1lc3b"	7552	5462	5913	5648	6680	8945	8426	7402	7240	7263	8723	5174
"Map1s"	4254	2258	1902	2568	3344	3734	3141	2866	1700	1735	1610	2107
"Map2"	112	6	29	68	11	14	58	16	0	0	0	0
"Map2k1"	6662	3949	3882	4639	4162	5208	4350	4509	3882	4330	4033	3968
"Map2k2"	3017	1783	1920	1985	2545	3203	2867	2534	1697	2472	2356	2256
"Map2k3"	1751	1280	1290	1321	1484	1677	1814	1569	1588	1613	1944	1484
"Map2k3os"	36	27	45	35	18	34	76	50	27	4	43	9
"Map2k4"	2059	1617	1499	1255	1524	2094	1336	1959	1874	1849	1551	1578
"Map2k5"	563	453	531	596	647	770	600	636	773	652	501	633
"Map2k6"	183	182	131	227	156	217	253	235	22	21	51	13
"Map2k7"	1471	987	1200	1125	1372	1839	1526	1338	1412	1407	1476	1118
"Map3k1"	3232	2301	2396	2696	2325	2061	2278	2390	910	811	536	951
"Map3k10"	385	240	264	266	353	507	378	431	299	330	374	270
"Map3k11"	6663	4174	4340	4877	6273	7464	6180	5483	5625	5360	4470	5472
"Map3k12"	302	137	181	191	227	244	251	259	55	57	53	34
"Map3k13"	0	0	0	0	0	0	0	6	0	0	7	0
"Map3k14"	2067	1198	1222	1779	1272	1392	1411	1453	294	347	321	304
"Map3k15"	103	76	97	112	83	93	107	107	534	422	451	427
"Map3k19"	0	0	0	5	0	12	8	0	3	25	0	20
"Map3k2"	1460	1080	1426	1327	1497	1397	1508	1494	583	583	614	461
"Map3k3"	4815	2908	2719	3260	3560	3890	3236	3404	2811	2747	2247	2227
"Map3k4"	1100	851	767	898	898	1155	881	1024	792	693	718	776
"Map3k5"	2087	1551	1401	2015	1738	2523	1857	2187	1068	1610	1257	1445
"Map3k6"	162	126	88	124	188	100	144	121	236	330	440	366
"Map3k7"	1453	1380	1454	1523	1668	1618	1875	1834	1829	1659	1533	1084
"Map3k7cl"	0	0	0	0	0	0	0	0	0	0	0	0
"Map3k8"	3898	2889	4684	3856	3402	3753	5845	4576	540	486	535	245
"Map3k9"	384	180	175	421	205	188	116	255	94	78	101	126
"Map4"	4595	2509	2764	3383	2796	2954	2198	2814	2252	3064	2683	2709
"Map4k1"	464	244	453	355	110	180	103	164	504	416	328	481
"Map4k2"	439	276	367	468	624	683	433	771	656	928	591	663
"Map4k3"	960	617	880	673	958	1067	905	1000	735	644	618	760
"Map4k4"	832	641	759	807	828	1122	978	1116	692	791	749	487
"Map4k5"	741	629	879	714	715	923	694	912	716	687	704	464
"Map6"	4	0	0	6	0	0	0	12	0	0	0	0
"Map6d1"	0	0	0	0	0	0	0	0	0	0	0	6
"Map7"	31	29	1	19	44	69	36	35	19	23	30	33
"Map7d1"	7107	4382	4318	4791	5387	6339	4818	4880	4683	5092	4437	4963
"Map7d2"	10	0	16	14	0	4	5	7	0	0	0	0
"Map9"	4	5	0	6	10	6	0	3	0	0	0	0
"Mapk1"	5374	3740	3524	3317	3527	4382	3830	3456	6270	5466	5802	4860
"Mapk10"	0	9	0	0	8	0	0	0	0	0	3	0
"Mapk11"	22	1	7	3	19	6	10	38	43	31	80	47
"Mapk12"	9	5	0	18	1	4	14	0	78	116	107	50
"Mapk13"	19	3	2	0	4	0	0	6	52	4	9	14
"Mapk14"	11682	7928	7838	9276	8891	9670	7928	9055	6344	6315	5436	6336
"Mapk15"	0	0	0	0	0	0	0	0	0	0	0	0
"Mapk1ip1"	252	189	142	272	321	374	341	311	141	142	116	127
"Mapk1ip1l"	2841	2078	2098	2249	2405	2485	2409	2034	2224	2159	2306	2055
"Mapk3"	3348	2235	2231	2420	2416	3353	2284	2536	1091	1199	1129	1062
"Mapk4"	3	10	16	4	1	10	1	34	0	0	0	0
"Mapk6"	2311	1647	2840	2394	2499	2395	2973	3153	1518	1599	1463	1307
"Mapk7"	1270	1019	931	971	1186	1610	1117	1412	577	691	599	793
"Mapk8"	38	79	71	127	75	118	100	93	115	71	110	71
"Mapk8ip1"	38	30	28	82	23	42	91	88	3	0	3	8
"Mapk8ip2"	7	5	0	5	10	0	0	0	0	0	0	0
"Mapk8ip3"	939	746	669	928	1129	1108	821	1200	493	614	740	565
"Mapk9"	2381	1701	1409	1999	1957	1981	1532	1988	2915	2375	2235	2247
"Mapkap1"	1818	1092	1251	1476	1688	1728	1781	1746	1569	1765	1666	1275
"Mapkapk2"	16649	10524	12012	12379	11660	13238	13382	12098	13334	12439	10037	11830
"Mapkapk3"	2183	1458	1439	1857	1272	1754	1462	1347	1349	1375	1015	1285
"Mapkapk5"	544	517	464	592	569	750	517	727	598	481	536	476
"Mapkbp1"	349	153	214	204	165	533	308	337	162	205	220	170
"Mapre1"	6327	4476	4496	5189	4448	4639	4442	4746	6751	6243	6916	5535
"Mapre2"	4963	3098	3745	3815	3487	3778	2875	3177	3078	2882	2578	2191
"Mapre3"	227	141	181	173	292	427	384	323	246	295	196	206
"Mapt"	3	11	0	8	0	4	5	27	0	6	0	0
"Marc1"	5	3	21	17	7	6	17	22	10	3	4	11
"Marc2"	2540	1575	1962	1727	2015	2634	1902	1989	2472	2042	2472	1786
"March1"	4438	3227	3504	4207	3525	2954	3449	3453	2145	1667	1311	1428
"March10"	0	0	0	0	0	4	0	0	0	0	0	0
"March11"	0	0	0	0	0	0	0	0	0	0	0	0
"March2"	1829	1246	1198	1480	1548	1923	1867	1593	2215	2139	2193	2019
"March3"	147	61	60	91	114	117	103	65	15	30	26	19
"March4"	2	1	0	0	4	8	6	7	0	3	0	0
"March5"	3666	1804	2643	2397	3038	2503	2932	3136	2654	1585	2053	1613
"March6"	714	392	541	503	659	635	594	526	562	454	279	351
"March7"	1934	1597	1724	1801	1879	2408	2120	2505	1429	1596	1075	1088
"March8"	2614	2041	1798	1899	2922	3386	2694	2525	2261	1898	2307	1827
"March9"	6	3	0	14	5	16	5	7	6	0	0	6
"Marcks"	59486	40336	37963	42186	43893	43303	38313	42198	1573	2440	1725	1157
"Marcksl1"	19978	14227	22502	15670	22878	31599	31528	24474	1195	1381	864	1157
"Marcksl1-ps4"	0	2	0	0	1	0	0	0	0	0	0	0
"Marco"	20	14	5	23	13	16	0	7	16569	14771	10104	11288
"Marf1"	239	170	140	158	244	163	102	182	187	139	140	101
"Mark1"	27	68	9	67	40	97	30	40	0	0	0	0
"Mark2"	2765	1746	1881	1750	2072	2519	2375	2206	1716	1804	1384	1871
"Mark3"	2351	1576	1547	1648	2155	1962	1787	1791	1748	1623	1762	1415
"Mark4"	346	226	228	220	290	439	414	388	234	394	307	250
"Mars"	1752	909	1131	962	1232	1625	1315	1186	1515	1404	2004	1216
"Mars2"	264	138	182	117	146	120	232	163	225	182	294	190
"Marveld1"	1347	1077	991	1151	1091	1716	1024	1153	4819	4634	3240	3333
"Marveld2"	85	50	100	105	45	97	77	113	17	18	15	10
"Marveld3"	0	0	0	0	0	0	0	0	0	0	0	0
"Mas1"	0	0	0	0	0	0	8	4	0	0	0	0
"Masp1"	9	14	5	12	7	4	1	0	0	0	0	0
"Masp2"	4	0	0	0	0	0	0	0	0	0	2	0
"Mast1"	83	45	68	75	90	83	69	124	45	68	85	56
"Mast2"	1820	905	1122	951	986	1228	1059	1208	1654	1544	1454	1871
"Mast3"	4272	3080	2545	2778	3416	4300	3283	3807	1133	1930	1396	1290
"Mast4"	37	33	44	42	24	95	53	36	21	2	22	8
"Mastl"	167	62	105	193	75	29	50	105	285	123	209	66
"Mat1a"	0	0	0	0	0	0	0	0	0	0	0	0
"Mat2a"	12022	7484	10509	8404	11437	11886	12318	11134	8204	6408	9605	6172
"Mat2b"	2728	2141	1865	2335	2096	2439	2569	2521	3435	2663	2859	2090
"Matk"	458	574	491	352	365	690	643	471	135	145	142	130
"Matn1"	3	0	0	0	1	0	20	4	0	2	0	1
"Matn2"	332	371	214	318	122	99	66	106	13	27	24	25
"Matn3"	0	0	0	0	0	9	0	2	0	0	0	0
"Matn4"	22	73	135	123	43	10	78	8	1	0	2	0
"Matr3"	4989	4614	4112	4683	3737	4881	4255	5236	5921	5354	6030	3888
"Mau2"	2393	1605	1639	1727	2619	3181	2544	2544	1733	1595	1731	1476
"Mavs"	2471	1439	1380	1494	2022	2260	1863	2107	1036	886	1151	1234
"Max"	2981	1671	1745	1831	2873	2979	2732	2864	2616	1757	1893	1734
"Maz"	1748	1259	1090	1256	1797	1938	1878	1805	1744	1915	1760	1649
"Mb"	4	0	0	0	0	0	0	0	0	0	0	0
"Mb21d1"	1072	537	771	685	715	359	605	724	487	258	573	282
"Mb21d2"	133	49	76	37	84	124	18	88	15	0	8	0
"Mbd1"	880	667	572	803	888	1012	1022	859	2034	950	1403	863
"Mbd2"	4089	2261	3115	2733	3073	2818	2702	3112	3069	2574	2162	1893
"Mbd3"	2308	1322	1515	1581	1788	2447	1886	1945	1505	1757	1979	1373
"Mbd3l1"	0	0	0	0	0	0	0	0	0	0	0	0
"Mbd3l2"	0	0	0	0	0	0	0	0	0	0	0	0
"Mbd4"	457	265	293	364	347	397	343	515	238	136	294	154
"Mbd5"	307	295	259	314	269	182	310	334	294	294	234	245
"Mbd6"	331	195	233	176	301	452	387	311	198	185	142	202
"Mbip"	396	355	418	569	471	626	607	509	352	330	487	321
"Mbl1"	0	0	0	0	0	0	0	0	0	0	0	0
"Mbl2"	0	0	0	0	0	0	0	0	0	0	0	0
"Mblac1"	160	95	106	89	129	214	137	135	99	126	162	71
"Mblac2"	225	201	169	119	210	339	173	172	96	117	79	73
"Mbnl1"	24317	21897	22867	23485	17506	19044	16323	21166	17015	15733	13399	13168
"Mbnl2"	4204	2943	3266	3828	2523	2637	2725	2557	7277	7032	5160	6519
"Mbnl3"	30	34	36	28	12	6	0	6	125	99	141	129
"Mboat1"	144	103	110	78	238	222	206	238	375	369	476	318
"Mboat2"	3	0	3	14	3	0	14	0	0	0	0	0
"Mboat4"	0	0	0	0	0	0	0	0	0	0	0	0
"Mboat7"	2208	1334	1604	1460	1801	2558	1696	1844	1795	1855	1468	1781
"Mbp"	1783	1095	1149	1537	1122	1317	1296	1612	1474	1779	1220	1998
"Mbtd1"	682	566	604	768	462	655	549	568	518	313	320	264
"Mbtps1"	3067	2423	2696	2805	2640	3398	2628	2599	3131	3809	2822	2978
"Mbtps2"	127	144	152	116	170	177	212	224	220	220	170	118
"Mc1r"	6	2	12	3	11	2	3	5	4	1	7	2
"Mc2r"	0	0	0	0	0	0	0	0	0	0	0	0
"Mc3r"	0	0	0	0	0	0	0	0	0	0	0	0
"Mc4r"	0	0	0	0	0	0	0	0	0	0	0	0
"Mc5r"	0	0	0	0	0	0	0	0	0	0	0	0
"Mcam"	9	22	14	37	8	0	4	2	0	0	0	7
"Mcat"	782	576	491	501	747	699	665	570	422	288	454	372
"Mcc"	149	191	118	152	221	134	235	330	36	5	10	5
"Mccc1"	556	417	508	449	472	782	646	624	478	424	595	248
"Mccc1os"	1	0	0	0	0	2	11	6	0	6	9	6
"Mccc2"	351	261	289	358	333	735	261	366	347	483	408	189
"Mcee"	287	204	227	241	289	281	284	272	481	430	651	250
"Mcemp1"	40	45	13	59	20	52	27	63	9921	7648	9767	7296
"Mcf2"	2	0	4	0	0	0	0	0	0	0	0	0
"Mcf2l"	20	18	288	49	0	0	98	17	22	50	42	73
"Mcfd2"	4702	3533	3722	3161	5859	7193	6020	5723	3083	2817	3553	2354
"Mchr1"	0	0	0	0	15	0	0	0	0	0	0	0
"Mcidas"	0	0	0	0	0	1	1	0	1	0	0	0
"Mcl1"	56988	40212	52934	50790	50826	51473	53745	52906	26017	20278	21331	18447
"Mcm10"	406	89	262	250	210	122	230	123	1346	529	893	578
"Mcm2"	2418	860	1063	1490	1109	1530	1254	1203	3601	2165	5176	2693
"Mcm3"	3735	1941	2624	2461	2357	2378	2108	2442	4551	3045	5807	3658
"Mcm3ap"	1086	912	1027	843	1015	888	1095	925	1327	1131	1229	1224
"Mcm4"	2329	1213	1433	1671	1323	1275	1312	1839	3993	2604	4627	2898
"Mcm5"	2511	866	1185	1379	1327	861	987	964	4864	2527	6109	3126
"Mcm6"	4283	2413	2631	2782	2548	2425	2369	2430	8027	5191	9427	6051
"Mcm7"	1836	717	1145	1414	928	763	803	805	3936	2091	4961	2508
"Mcm8"	189	74	81	55	91	39	83	90	172	144	227	116
"Mcm9"	555	412	495	474	428	542	402	573	480	369	345	257
"Mcmbp"	4373	2185	2571	2529	2981	3041	2585	2708	3889	3859	3998	3592
"Mcmdc2"	13	8	28	12	12	30	23	18	18	15	16	22
"Mcoln1"	1502	1235	1263	1278	1745	2350	1790	1816	1039	1069	852	758
"Mcoln2"	192	103	185	168	299	176	291	169	23	27	84	9
"Mcoln3"	8	0	0	0	0	4	0	0	0	0	0	0
"Mcph1"	338	148	172	183	295	192	285	346	309	333	376	306
"Mcpt-ps1"	0	0	0	0	0	0	0	0	0	0	0	0
"Mcpt1"	0	0	0	0	0	0	0	0	0	0	0	0
"Mcpt2"	0	0	0	0	0	0	0	0	0	0	0	0
"Mcpt4"	8	0	4	14	5	6	1	14	0	0	0	10
"Mcpt8"	0	0	0	0	0	0	0	0	0	0	0	0
"Mcpt9"	0	0	0	0	0	0	0	0	0	0	0	0
"Mcrs1"	2042	1396	1442	1760	1916	2404	2218	2066	2266	2844	2683	2009
"Mctp1"	1862	2101	1787	1583	2707	4281	3830	3472	898	1311	1184	681
"Mctp2"	0	15	20	13	126	14	83	69	58	32	109	58
"Mcts1"	948	663	882	794	706	734	689	666	1723	1369	1959	1059
"Mcts2"	24	10	59	16	78	48	22	74	16	51	24	15
"Mcu"	301	256	297	296	224	378	219	263	1557	2325	2549	1622
"Mcur1"	4628	3065	3355	4040	4338	4028	4068	4595	3133	3045	2257	2310
"Mdc1"	607	357	344	562	345	556	434	501	558	314	380	530
"Mdfi"	4	1	1	0	0	0	0	0	0	0	0	0
"Mdfic"	2179	1800	1595	1878	1826	1897	1834	1734	858	674	661	578
"Mdga1"	60	72	92	76	77	73	85	71	49	81	97	66
"Mdga2"	0	0	0	0	0	0	0	0	0	0	0	0
"Mdh1"	5779	3536	4462	4264	4432	5205	4666	4667	7953	5860	7554	5429
"Mdh1b"	0	0	0	0	0	0	0	0	0	0	0	0
"Mdh2"	4040	2436	2629	2673	2851	3422	2607	2697	6442	5596	7445	4975
"Mdk"	56	76	78	92	68	78	83	68	0	0	0	0
"Mdm1"	223	148	188	194	126	176	216	340	1290	1285	1627	958
"Mdm2"	3025	2017	2916	2787	2647	3035	2917	3338	2369	2047	2324	1703
"Mdm4"	1237	1141	1261	1561	1541	1563	1468	2095	1054	859	915	869
"Mdn1"	270	191	132	136	154	126	168	218	182	262	262	199
"Mdp1"	965	708	785	690	801	1075	863	1002	746	675	880	641
"Me1"	104	72	68	78	44	91	14	85	523	616	390	412
"Me2"	1112	551	696	746	512	590	452	526	2307	2682	2386	1987
"Me3"	11	7	9	6	4	0	4	15	0	0	1	0
"Mea1"	846	450	446	573	698	863	655	572	990	796	1318	633
"Meaf6"	493	329	336	327	336	441	385	389	395	340	457	398
"Mecom"	1	0	10	10	0	0	15	16	0	0	41	0
"Mecp2"	881	670	564	832	734	655	765	839	460	448	294	354
"Mecr"	396	210	266	245	337	402	325	330	497	288	805	258
"Med1"	1183	905	896	1026	952	664	778	858	946	775	803	704
"Med10"	968	704	898	835	932	874	790	933	1376	1048	1356	770
"Med11"	711	369	384	490	452	475	372	466	710	705	834	435
"Med12"	1387	1099	1042	1046	1322	958	964	1271	991	1119	1031	1053
"Med12l"	56	41	135	73	79	41	108	76	2	0	1	0
"Med13"	1560	1070	1244	1205	1009	992	970	1120	902	715	528	489
"Med13l"	1019	852	1038	1278	908	742	677	953	627	722	326	707
"Med14"	1728	1531	1318	1388	830	1013	772	1193	1415	1268	1068	1125
"Med15"	3263	1779	1883	2129	2586	2513	2491	2279	2590	2891	2471	3045
"Med16"	2314	1759	1600	1728	2002	2686	1893	2045	1620	1761	1721	1987
"Med17"	1129	827	1007	994	1122	1151	1269	1261	1168	886	1076	875
"Med18"	325	274	99	168	256	324	171	199	512	316	434	366
"Med19"	780	527	470	615	577	664	558	652	692	450	507	519
"Med20"	964	531	539	593	845	923	794	803	1016	712	731	514
"Med21"	447	383	363	457	364	495	504	459	626	474	824	355
"Med22"	2079	1471	1366	1459	2203	2937	2044	2178	1422	1441	1174	1486
"Med23"	623	711	566	586	665	612	635	846	949	1100	680	829
"Med24"	1083	646	658	532	943	1269	839	909	869	750	884	825
"Med25"	1360	778	855	1002	1448	1805	1627	1447	1016	1203	911	1247
"Med26"	926	483	562	539	721	908	589	790	524	312	510	329
"Med27"	413	267	286	307	442	423	342	363	312	421	527	316
"Med28"	2375	1824	1727	1925	2071	2403	2172	1987	2626	2104	3120	1617
"Med29"	646	482	687	453	572	583	630	483	451	356	485	246
"Med30"	566	415	412	465	442	575	476	616	769	453	781	355
"Med31"	223	211	179	190	147	225	150	270	223	144	234	80
"Med4"	380	357	180	218	391	330	306	335	570	433	590	376
"Med6"	410	360	405	463	369	405	386	410	375	340	569	309
"Med7"	1303	756	970	1100	1057	1391	1213	1229	779	578	768	509
"Med8"	1047	746	805	780	820	1147	929	1034	1181	1094	1723	1002
"Med9"	623	443	284	396	579	877	661	542	710	593	725	549
"Med9os"	0	0	4	7	1	0	1	0	8	8	10	0
"Medag"	24	6	26	16	5	2	1	8	0	0	2	0
"Mef2a"	11031	8720	8473	10408	8565	9669	7533	9406	9487	10593	7334	8146
"Mef2b"	0	0	0	0	0	0	0	0	0	0	0	0
"Mef2c"	9968	8334	8431	9854	8985	11250	9273	11108	1629	1604	1502	1148
"Mef2d"	1382	1015	1293	1181	1264	1700	1336	1347	1080	1481	1079	1195
"Mefv"	68	17	0	23	2	0	5	60	45	4	2	0
"Meg3"	1	4	0	3	0	2	7	0	0	0	0	0
"Megf10"	0	0	0	3	0	0	0	0	0	0	0	0
"Megf11"	9	9	2	0	3	0	6	13	10	5	0	17
"Megf6"	3	9	0	22	0	0	16	0	0	0	0	8
"Megf8"	305	337	317	319	281	360	407	301	283	315	220	270
"Megf9"	138	95	109	232	143	158	143	192	481	592	518	509
"Mei1"	0	0	0	0	2	0	0	0	0	0	0	0
"Mei4"	2	4	1	2	1	0	0	0	0	0	1	0
"Meig1"	12	3	30	17	17	7	26	25	3	0	0	0
"Meikin"	6	0	0	0	0	0	0	0	0	0	0	0
"Meiob"	0	9	0	0	0	0	12	0	40	25	55	14
"Meis1"	111	127	64	37	95	168	101	148	305	270	214	212
"Meis2"	13	0	6	0	0	0	7	0	0	0	0	0
"Meis3"	462	305	262	397	298	375	446	393	390	530	394	415
"Melk"	470	117	133	310	346	63	71	245	958	315	691	334
"Memo1"	680	393	384	595	562	609	603	731	714	536	1036	469
"Men1"	1494	871	734	1006	1288	1539	1279	1189	1098	1207	1175	1121
"Meox1"	12	1	3	6	2	0	0	7	3	50	43	8
"Meox2"	0	0	0	0	2	0	0	0	0	0	0	0
"Mep1a"	0	0	0	0	0	0	0	0	0	0	0	0
"Mep1b"	0	0	0	0	0	0	0	0	0	0	0	0
"Mepce"	493	430	462	565	498	863	613	719	326	458	360	311
"Mepe"	0	0	0	0	0	0	0	0	0	0	0	0
"Mertk"	4247	3187	2897	2935	5654	6093	5551	5288	4280	3286	2916	2719
"Mesdc1"	1999	873	943	1034	1528	1592	1078	1037	1156	1475	1229	1332
"Mesdc2"	2804	1700	1939	1708	2189	3005	2193	2329	2992	2670	3856	2262
"Mesp1"	0	0	0	0	0	0	0	0	0	0	0	0
"Mesp2"	0	5	0	6	6	0	0	0	14	0	0	0
"Mest"	6	36	10	5	8	15	20	26	1	0	4	7
"Met"	216	74	80	75	81	72	25	131	0	0	0	0
"Metap1"	825	511	611	593	809	870	657	848	927	708	859	659
"Metap1d"	173	142	129	102	116	209	155	225	184	141	328	62
"Metap2"	3333	2399	2518	2738	2584	3018	2543	3087	4127	4322	4417	3287
"Methig1"	0	0	0	0	3	0	0	0	0	0	0	0
"Metrn"	545	309	294	391	323	491	305	331	409	291	618	381
"Metrnl"	11128	5546	6481	8923	5008	5882	4637	5715	6478	7209	5912	7356
"Mettl1"	70	86	71	91	91	93	72	92	163	218	313	185
"Mettl10"	421	323	232	347	273	278	319	320	348	288	329	256
"Mettl11b"	0	0	0	0	0	0	0	0	0	0	0	0
"Mettl13"	553	391	409	425	677	708	661	507	546	599	703	451
"Mettl14"	638	566	497	455	627	586	541	662	596	685	770	520
"Mettl15"	126	102	110	185	137	213	158	134	145	189	145	87
"Mettl16"	867	605	785	775	859	886	722	624	838	727	980	669
"Mettl17"	243	157	112	249	165	229	207	220	270	202	263	161
"Mettl18"	107	84	96	56	100	122	56	133	189	147	185	125
"Mettl2"	357	312	515	391	333	681	338	412	420	462	725	345
"Mettl20"	91	76	94	62	94	112	119	87	251	193	169	150
"Mettl21a"	716	634	677	689	944	1003	871	797	815	758	789	503
"Mettl21b"	0	0	0	1	0	0	0	0	0	0	0	0
"Mettl21c"	0	0	0	0	0	3	0	2	0	0	0	0
"Mettl21e"	0	0	1	1	0	0	1	1	0	0	0	0
"Mettl22"	115	134	165	106	111	123	141	184	249	169	265	144
"Mettl23"	574	420	429	408	460	417	501	512	764	587	884	521
"Mettl24"	0	0	0	0	0	0	0	0	0	0	0	0
"Mettl25"	183	167	225	219	238	291	296	265	194	286	413	197
"Mettl3"	419	373	357	360	391	481	299	346	384	312	511	407
"Mettl4"	259	254	185	352	187	293	271	224	243	184	289	252
"Mettl5"	251	108	184	138	166	231	154	304	268	199	403	198
"Mettl6"	700	426	418	606	630	648	467	573	897	588	783	452
"Mettl7a1"	453	391	311	390	581	587	434	472	572	641	597	351
"Mettl7a2"	0	0	0	0	0	0	0	1	0	1	1	0
"Mettl7a3"	0	0	0	0	0	0	0	0	0	0	0	0
"Mettl7b"	0	0	0	0	0	0	0	0	0	0	0	0
"Mettl8"	194	155	232	246	223	198	260	245	384	335	356	273
"Mettl9"	1047	793	847	919	890	1115	912	1050	932	741	872	567
"Mex3a"	1	2	12	4	3	0	10	10	0	10	2	3
"Mex3b"	70	42	39	54	60	88	31	63	5	3	5	3
"Mex3c"	1897	1295	1898	1714	1966	1924	1864	1787	2338	1717	1884	1620
"Mex3d"	787	448	491	418	576	929	615	488	253	364	328	315
"Mfap1a"	691	645	488	642	618	877	687	803	716	606	668	529
"Mfap1b"	108	59	91	86	119	89	67	77	84	95	111	85
"Mfap2"	48	93	22	82	51	57	17	48	3	0	0	0
"Mfap3"	3488	2320	2215	2178	2989	3179	2637	3166	1758	1558	1460	1339
"Mfap3l"	88	34	63	46	9	116	71	98	7	32	38	24
"Mfap4"	241	449	342	299	235	358	367	327	0	0	0	0
"Mfap5"	29	40	88	71	17	57	39	60	0	0	0	0
"Mff"	2535	1841	1994	1989	2006	3025	2359	2540	2935	2534	3543	2100
"Mfge8"	894	748	874	826	417	762	569	543	2402	3567	2766	2381
"Mfhas1"	2222	1476	1544	1480	1293	1864	1810	1425	827	1363	707	1395
"Mfi2"	0	0	0	0	0	6	0	5	0	0	0	0
"Mfn1"	707	562	480	676	760	786	867	737	752	837	779	653
"Mfn2"	2552	1637	1343	1643	1916	2477	2029	2314	1900	1868	1762	1865
"Mfng"	1247	1023	1066	1106	1089	1874	1343	1327	328	290	316	289
"Mfrp"	0	0	0	0	0	0	0	0	0	0	0	0
"Mfsd1"	10495	8963	7947	8921	10175	13739	11003	10959	6204	6694	5991	4535
"Mfsd10"	2274	1122	1271	1545	1454	1688	1212	1305	1429	1502	1312	1481
"Mfsd11"	4835	3881	3645	3681	6237	8006	6020	6204	1522	1427	1660	1146
"Mfsd12"	2365	988	872	1448	2057	2010	1880	1579	443	491	548	733
"Mfsd2a"	0	0	0	0	5	0	11	14	0	0	0	0
"Mfsd2b"	30	20	0	7	12	0	0	7	0	4	0	6
"Mfsd3"	227	163	242	96	223	257	246	232	243	305	333	162
"Mfsd4"	195	204	147	204	182	134	127	237	237	157	156	188
"Mfsd5"	4227	2818	2476	2649	3750	4383	2969	3259	9561	12481	10649	11626
"Mfsd6"	672	637	474	439	1542	1860	1961	1616	2164	3286	1621	2049
"Mfsd6l"	0	7	5	0	2	0	2	0	13	3	13	10
"Mfsd7a"	248	214	114	251	257	181	108	139	605	642	603	529
"Mfsd7b"	1183	1110	905	1037	873	1108	827	843	761	708	667	701
"Mfsd7c"	12	8	0	5	23	0	6	0	0	3	3	0
"Mfsd8"	592	315	456	528	653	744	678	556	464	527	568	372
"Mfsd9"	265	165	126	145	373	432	197	331	297	336	167	282
"Mga"	1108	986	1189	1100	1121	1149	1135	1282	1095	1004	999	720
"Mgam"	0	0	0	0	0	0	0	0	0	7	0	6
"Mgarp"	59	24	58	14	3	20	74	36	0	0	0	0
"Mgat1"	8290	4972	5116	5474	7535	10054	7506	6966	5387	5013	4849	4199
"Mgat2"	6687	3706	3752	3810	5072	5586	4794	4533	5712	5159	6303	5428
